,age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
3531,32,3,9,0,9,4,4,0,0,0,28,38,0
3532,34,3,6,4,4,1,4,1,0,0,44,38,0
3533,63,3,8,2,13,0,4,1,0,0,40,4,0
3534,21,3,10,4,7,3,4,1,0,0,25,38,0
3535,18,3,9,4,7,2,2,1,0,0,36,38,0
3536,49,6,16,2,3,0,4,1,0,0,50,38,1
3537,81,5,9,6,0,1,4,0,0,0,20,38,0
3538,36,4,12,2,3,0,4,1,0,0,40,38,1
3539,47,3,9,2,2,0,4,1,0,0,40,38,1
3540,36,3,14,2,11,0,4,1,0,0,50,38,1
3541,39,5,11,2,4,0,4,1,0,0,60,38,0
3542,46,3,13,4,11,1,4,0,0,0,35,38,0
3543,43,1,10,2,0,5,4,0,0,1902,40,38,1
3544,39,1,13,0,0,4,4,0,0,0,35,38,0
3545,29,3,10,5,11,1,4,0,0,0,40,38,0
3546,23,3,9,4,5,3,2,0,0,0,16,38,0
3547,57,3,6,2,2,0,4,1,0,0,43,38,0
3548,38,5,9,4,11,4,2,0,0,0,42,38,0
3549,25,3,13,4,11,3,4,0,0,0,40,38,0
3550,39,1,10,2,3,0,4,1,0,0,40,38,0
3551,24,3,10,4,11,1,2,1,0,0,40,22,0
3552,56,3,14,2,2,0,4,1,0,1977,44,38,1
3553,39,3,8,0,11,1,4,0,0,0,40,38,0
3554,23,3,11,4,11,4,4,0,0,0,60,38,0
3555,17,3,7,4,9,1,3,0,0,0,20,38,0
3556,67,5,9,0,3,1,4,0,3273,0,16,38,0
3557,41,3,13,4,0,1,1,1,0,0,50,38,0
3558,24,1,13,4,9,3,4,0,0,0,50,38,0
3559,51,3,13,0,3,1,2,1,10520,0,40,38,1
3560,30,4,9,0,7,1,4,0,0,0,60,38,0
3561,47,4,9,2,4,0,4,1,15024,0,40,38,1
3562,56,3,9,4,6,1,4,1,0,0,32,38,0
3563,51,3,9,0,2,1,4,1,0,0,38,38,0
3564,57,5,10,2,3,0,4,1,0,0,55,38,0
3565,34,3,10,0,7,4,4,0,0,0,40,38,0
3566,24,3,13,4,9,1,4,1,0,0,40,38,0
3567,57,3,9,2,6,0,4,1,0,0,40,38,0
3568,38,3,9,2,6,0,4,1,0,0,40,38,1
3569,23,3,9,4,12,1,4,0,0,0,40,38,0
3570,35,3,4,2,6,0,4,1,0,0,40,25,0
3571,58,3,9,2,2,0,4,1,0,0,52,38,0
3572,19,3,9,4,9,3,4,0,1055,0,12,38,0
3573,19,3,4,4,9,1,4,1,0,0,40,25,0
3574,68,6,16,2,9,0,4,1,0,2377,60,38,1
3575,43,3,10,2,3,0,4,1,0,1902,40,38,1
3576,17,3,7,4,7,3,4,0,0,0,20,38,0
3577,53,6,16,2,9,0,4,1,7688,0,50,38,1
3578,37,4,16,2,9,0,2,1,0,0,99,38,1
3579,21,3,13,4,9,1,1,1,0,0,25,38,0
3580,63,3,9,2,2,0,4,1,0,0,40,38,1
3581,31,3,10,3,13,4,4,1,0,0,50,38,0
3582,29,3,9,2,7,0,4,1,0,0,40,38,0
3583,43,1,10,2,10,0,4,1,0,1887,40,38,1
3584,27,3,15,4,9,1,4,0,0,0,65,38,1
3585,25,5,9,4,7,2,4,1,0,0,32,38,0
3586,28,3,9,4,9,1,4,0,0,0,40,38,0
3587,54,3,9,0,11,4,4,0,0,0,35,38,0
3588,74,3,10,6,9,1,4,0,0,0,12,38,0
3589,31,1,10,4,3,3,0,0,0,0,32,38,0
3590,23,3,10,4,12,1,4,1,0,0,48,38,0
3591,19,3,13,4,9,3,4,0,0,0,30,38,0
3592,39,3,1,6,9,1,4,0,0,0,20,7,0
3593,61,5,9,2,4,5,4,0,22040,0,40,38,0
3594,59,3,9,2,9,5,4,0,7688,0,40,38,1
3595,27,4,11,2,7,5,4,0,0,0,36,38,1
3596,19,3,10,4,0,3,2,0,0,0,20,38,0
3597,23,3,9,4,9,3,4,1,0,0,40,38,0
3598,25,1,9,0,0,1,0,0,0,0,35,38,0
3599,40,3,10,2,12,0,4,1,0,0,48,38,1
3600,53,3,7,0,7,1,4,0,0,0,37,38,0
3601,32,3,13,4,9,1,4,1,0,0,45,38,0
3602,72,5,16,2,9,0,4,1,0,2392,25,38,1
3603,61,3,4,2,13,0,4,1,0,0,40,38,0
3604,42,3,9,2,11,0,4,1,0,0,40,38,0
3605,17,3,6,4,7,3,0,0,1055,0,20,38,0
3606,73,3,9,2,13,0,4,1,0,0,16,1,0
3607,41,5,10,5,2,1,4,1,0,0,40,38,0
3608,23,3,10,4,6,3,2,0,0,0,20,22,0
3609,23,3,9,4,9,1,4,0,0,0,40,1,0
3610,65,3,11,2,0,0,4,1,0,0,15,38,0
3611,45,4,9,2,11,5,4,0,0,0,50,38,0
3612,52,0,13,2,12,0,2,1,7688,0,40,38,1
3613,24,1,13,4,0,3,2,0,0,0,27,38,0
3614,23,3,11,2,2,0,4,1,0,0,40,38,0
3615,30,3,10,0,12,3,4,0,0,0,40,38,0
3616,26,3,13,4,3,1,4,1,0,0,40,38,0
3617,37,5,9,0,4,4,4,1,0,0,56,38,0
3618,17,3,9,4,7,3,4,1,0,0,40,38,0
3619,31,3,9,2,11,0,4,1,0,0,40,38,0
3620,52,3,9,5,0,2,4,0,0,0,40,38,0
3621,63,3,13,4,11,1,4,1,0,0,27,38,0
3622,27,3,9,4,8,1,4,0,0,0,60,38,0
3623,31,3,5,2,6,0,4,1,3137,0,40,25,0
3624,71,5,9,6,0,1,4,0,0,0,35,38,0
3625,35,3,13,2,3,0,4,1,0,0,60,38,0
3626,44,3,9,2,0,5,4,0,0,0,38,38,0
3627,36,3,14,2,9,0,1,1,0,0,40,2,0
3628,22,3,13,4,3,2,4,0,0,0,20,38,0
3629,32,3,9,2,9,0,4,1,0,1485,48,38,0
3630,30,1,13,0,9,4,4,0,0,0,40,38,0
3631,60,3,9,2,9,0,4,1,0,0,40,38,0
3632,25,3,10,4,0,3,4,0,0,0,40,38,0
3633,76,3,4,6,10,1,4,0,0,0,12,38,0
3634,41,3,9,0,2,1,4,1,0,0,40,38,0
3635,26,3,4,2,6,0,3,1,0,0,40,38,0
3636,45,3,8,2,6,0,1,1,0,0,40,38,0
3637,32,3,10,0,0,4,4,0,0,0,40,38,0
3638,22,3,9,4,2,1,4,1,0,0,40,38,0
3639,39,3,13,2,11,0,4,1,0,1848,40,38,1
3640,63,5,13,4,13,1,4,1,0,0,40,38,0
3641,23,3,12,4,13,4,4,0,0,0,40,38,0
3642,61,3,6,2,6,0,4,1,0,0,40,38,0
3643,31,6,11,2,2,0,4,1,0,0,40,38,0
3644,25,3,5,2,6,0,4,1,0,0,45,38,0
3645,33,3,9,4,7,3,4,0,1055,0,40,38,0
3646,39,3,9,2,11,5,4,0,0,0,36,38,0
3647,53,3,13,2,6,5,1,0,0,0,40,2,0
3648,26,0,13,4,3,1,4,0,0,0,40,38,0
3649,21,3,10,4,7,3,4,1,0,0,32,38,0
3650,18,3,9,4,0,3,2,1,0,0,40,38,0
3651,34,3,13,2,3,0,4,1,15024,0,60,38,1
3652,44,6,14,2,9,0,2,1,7688,0,40,38,1
3653,31,3,9,0,2,3,4,1,0,0,50,38,0
3654,44,3,9,2,13,0,4,1,0,0,40,38,1
3655,42,3,15,2,9,0,4,1,0,1902,60,38,1
3656,43,3,9,2,6,0,4,1,0,0,44,25,0
3657,33,3,13,2,7,0,1,1,7688,0,38,38,1
3658,21,3,10,4,11,3,2,0,0,0,30,38,0
3659,30,3,9,2,5,0,4,1,0,0,40,38,1
3660,55,3,9,2,13,0,4,1,0,0,60,38,0
3661,57,3,10,4,0,1,4,0,0,0,40,38,0
3662,37,3,9,4,4,1,4,1,0,0,50,38,0
3663,32,3,9,2,6,0,4,1,0,0,40,38,1
3664,62,5,13,2,9,0,4,1,0,0,60,38,1
3665,31,5,13,4,11,1,2,1,0,0,40,38,1
3666,51,3,13,2,3,0,4,1,0,0,50,9,1
3667,37,3,14,0,3,4,4,0,0,213,45,38,0
3668,45,3,3,2,13,0,4,1,0,0,38,25,0
3669,47,3,10,2,6,0,4,1,0,0,40,38,0
3670,31,3,9,0,9,3,4,1,0,0,75,38,0
3671,75,5,7,2,3,0,4,1,0,0,30,38,0
3672,43,3,14,2,9,0,3,1,0,0,50,38,0
3673,39,3,12,2,2,0,4,1,7688,0,60,10,1
3674,30,3,13,2,9,0,4,1,0,0,40,38,1
3675,27,3,3,4,5,2,4,1,0,0,40,12,0
3676,44,3,9,2,6,0,0,1,0,0,40,38,0
3677,53,1,14,0,9,1,4,0,0,0,35,38,1
3678,40,3,13,2,0,0,4,1,0,0,40,38,0
3679,18,3,7,4,11,3,4,0,0,0,20,38,0
3680,33,3,13,2,10,0,2,1,0,0,40,8,0
3681,20,3,9,4,11,3,4,1,0,0,40,38,0
3682,38,3,10,2,3,0,2,1,0,0,50,38,0
3683,48,3,9,0,0,1,4,0,0,0,35,38,0
3684,46,5,9,2,3,0,4,1,0,0,40,38,0
3685,51,3,9,2,2,0,4,1,0,0,40,38,0
3686,35,5,9,4,7,2,4,0,0,0,30,38,0
3687,24,3,4,4,5,2,4,1,0,0,40,25,0
3688,30,3,10,0,5,1,4,1,0,0,50,38,0
3689,70,3,9,2,3,0,4,1,0,0,30,38,0
3690,26,3,9,2,13,0,4,1,0,0,44,38,0
3691,34,3,9,2,2,0,4,1,0,1672,40,38,0
3692,46,3,9,2,2,0,4,1,0,0,40,38,1
3693,70,3,9,2,0,5,4,0,0,0,5,38,0
3694,37,1,10,2,7,0,4,1,0,0,40,38,0
3695,36,5,10,0,11,4,4,0,0,0,35,38,0
3696,23,3,5,4,6,2,4,0,0,0,40,25,0
3697,28,3,9,2,11,0,4,1,0,1628,40,38,0
3698,44,5,10,2,3,0,4,1,0,0,50,38,1
3699,58,3,9,0,6,1,4,1,3325,0,30,38,0
3700,53,3,10,2,3,0,4,1,0,0,60,38,1
3701,23,3,10,2,5,0,4,1,0,0,40,38,0
3702,26,3,9,4,2,1,2,1,0,0,40,38,0
3703,21,3,10,2,9,0,4,1,0,0,40,38,0
3704,34,1,14,0,9,1,4,0,0,0,50,38,0
3705,43,3,7,2,2,0,4,1,0,0,40,38,0
3706,22,3,10,4,7,2,2,1,0,0,20,38,0
3707,41,3,10,2,2,0,0,1,7298,0,50,38,1
3708,36,3,9,2,0,0,1,1,0,0,40,39,0
3709,41,1,13,2,9,5,4,0,0,1740,20,38,0
3710,27,3,9,4,0,1,4,1,4416,0,40,38,0
3711,42,5,10,2,4,0,4,1,0,0,60,38,0
3712,27,3,11,4,0,3,4,0,0,0,35,38,0
3713,41,3,9,0,10,3,4,1,0,0,40,38,0
3714,32,3,13,2,3,2,1,0,0,0,40,2,1
3715,21,3,10,4,0,3,1,1,0,0,20,38,0
3716,44,3,13,2,3,0,2,1,0,0,50,38,1
3717,29,3,13,4,3,3,4,1,0,0,40,38,0
3718,19,5,10,4,7,3,4,0,0,0,22,38,0
3719,21,1,10,4,0,3,4,1,0,0,40,12,0
3720,46,3,9,2,13,0,4,1,0,0,40,38,0
3721,38,3,13,2,3,0,4,1,0,0,55,38,1
3722,43,3,10,4,0,4,4,1,0,0,48,38,1
3723,54,4,9,2,11,0,4,1,0,0,50,38,1
3724,38,3,14,2,3,0,4,1,0,1977,60,38,1
3725,18,3,10,4,9,3,4,1,0,0,40,38,0
3726,50,3,9,2,0,5,4,0,0,0,40,38,1
3727,30,3,11,2,9,5,4,0,0,0,36,38,1
3728,30,3,5,2,2,0,4,1,0,0,40,38,0
3729,28,1,9,4,3,4,0,0,0,0,35,38,0
3730,26,3,11,4,0,1,4,0,0,0,45,38,0
3731,37,0,10,2,2,0,4,1,0,0,43,38,0
3732,32,3,9,2,6,0,4,1,5178,0,50,38,1
3733,64,6,14,2,9,5,4,0,0,0,5,38,1
3734,18,3,9,4,11,3,4,0,0,0,28,38,0
3735,30,3,10,2,0,0,4,1,0,0,30,38,0
3736,36,3,11,2,9,5,4,0,3908,0,8,38,0
3737,18,3,7,4,7,2,2,1,0,0,30,38,0
3738,27,3,9,2,2,0,4,1,0,0,40,38,0
3739,49,3,5,2,7,0,4,1,0,0,40,38,0
3740,46,6,9,2,7,0,4,1,0,0,43,38,1
3741,37,3,9,2,0,0,4,1,0,0,40,38,0
3742,30,3,10,0,13,1,4,1,0,0,40,38,0
3743,29,3,9,0,9,1,3,0,0,0,30,10,0
3744,22,3,9,4,9,3,4,1,0,0,40,25,0
3745,25,5,9,2,4,0,4,1,0,0,30,38,0
3746,38,3,9,5,8,4,2,0,0,0,30,38,0
3747,32,3,13,0,9,4,4,0,0,0,40,38,0
3748,35,3,10,2,2,0,4,1,0,0,50,38,0
3749,56,3,14,2,0,0,4,1,0,0,80,38,1
3750,29,3,10,0,3,1,4,0,0,0,40,38,0
3751,41,3,9,2,12,0,4,1,0,0,40,38,0
3752,47,3,9,2,6,0,4,1,0,0,40,38,0
3753,23,3,13,4,0,1,1,0,0,0,40,38,0
3754,46,5,13,2,11,0,4,1,0,0,45,38,1
3755,28,1,9,4,10,2,2,1,0,1876,40,38,0
3756,39,3,13,0,0,4,4,0,0,0,20,38,0
3757,42,5,10,2,4,5,4,0,0,0,50,38,0
3758,39,3,9,2,13,0,4,1,7298,0,48,38,1
3759,68,3,4,2,9,0,4,1,0,0,30,38,0
3760,37,4,13,2,2,0,4,1,15024,0,55,38,1
3761,57,3,15,4,9,1,4,0,0,0,40,38,0
3762,22,3,10,4,7,1,2,0,0,0,30,38,0
3763,24,3,11,4,0,1,4,1,0,0,30,38,1
3764,19,3,10,4,5,3,4,1,0,0,50,38,0
3765,55,3,12,0,11,4,2,0,0,0,30,38,0
3766,37,1,9,2,10,0,4,1,0,0,40,38,0
3767,37,1,10,4,0,4,2,0,0,0,40,38,0
3768,28,3,13,2,7,0,4,1,0,0,50,38,0
3769,27,3,9,4,7,1,4,0,0,0,40,38,0
3770,40,6,13,4,9,4,4,0,0,0,20,38,0
3771,51,3,9,0,8,3,4,0,0,0,40,38,0
3772,52,3,11,2,13,0,4,1,0,0,56,38,0
3773,74,3,10,6,9,1,4,0,0,0,3,38,0
3774,49,4,10,2,3,0,4,1,15024,0,50,38,1
3775,20,3,10,4,9,3,4,0,0,0,40,38,0
3776,40,0,10,0,0,1,4,0,0,0,50,38,0
3777,80,3,10,4,9,1,4,1,0,1816,60,38,0
3778,63,3,10,2,10,0,4,1,0,0,40,38,0
3779,63,3,9,0,13,4,4,1,0,0,45,38,1
3780,51,3,10,0,0,4,4,0,0,0,40,38,0
3781,23,3,9,4,0,1,4,0,0,0,40,38,0
3782,66,5,9,6,2,1,4,1,0,0,20,38,0
3783,33,5,9,2,11,0,4,1,0,0,66,38,0
3784,49,3,9,2,2,0,4,1,0,0,43,38,0
3785,20,3,10,4,13,1,4,1,0,0,32,38,0
3786,33,4,12,2,3,0,4,1,0,1887,60,38,1
3787,26,3,10,1,10,0,4,1,0,0,40,38,0
3788,52,3,9,2,3,0,4,1,0,0,50,38,1
3789,33,3,13,2,3,0,4,1,0,0,50,38,1
3790,47,3,13,0,11,1,4,1,0,0,45,38,0
3791,23,3,9,4,3,3,2,1,0,0,75,38,0
3792,53,0,12,2,0,0,4,1,0,0,40,38,0
3793,19,3,10,4,7,3,4,1,0,0,20,38,0
3794,26,0,10,4,2,1,4,1,3325,0,40,38,0
3795,53,3,4,2,13,0,4,1,0,0,60,38,1
3796,65,3,9,4,6,1,4,1,0,0,10,38,0
3797,68,3,13,2,13,0,4,1,0,0,30,38,0
3798,30,3,6,4,11,2,4,1,0,0,18,12,0
3799,28,3,7,2,2,0,4,1,0,0,45,38,0
3800,54,1,6,2,10,0,4,1,0,0,45,38,0
3801,30,3,9,4,7,3,4,1,0,0,10,38,0
3802,22,3,10,4,0,3,4,1,0,0,50,38,0
3803,25,3,9,4,7,3,4,1,0,0,30,38,0
3804,19,3,7,4,7,2,4,1,0,0,20,38,0
3805,19,3,10,4,9,3,4,0,0,0,35,38,0
3806,32,0,15,2,9,0,4,1,0,0,40,38,1
3807,23,3,13,4,3,3,4,0,0,0,40,38,0
3808,51,1,13,2,9,0,4,1,0,0,45,38,0
3809,25,3,10,2,11,0,4,1,0,0,44,38,1
3810,46,1,13,4,9,1,2,0,0,0,40,38,0
3811,38,3,10,0,12,4,4,0,0,0,50,38,0
3812,26,6,9,2,10,0,1,1,0,0,40,38,1
3813,46,3,9,0,9,1,4,0,0,0,40,38,0
3814,25,3,13,4,9,1,4,0,0,0,40,38,0
3815,20,3,10,4,7,3,4,0,594,0,16,38,0
3816,29,1,14,2,9,2,4,1,0,0,35,38,0
3817,51,4,14,2,3,0,4,1,0,0,50,38,1
3818,40,3,10,2,2,0,4,1,0,0,52,38,0
3819,24,3,10,4,0,1,4,0,0,0,40,38,0
3820,24,5,13,4,4,4,4,1,0,0,50,38,0
3821,31,3,11,2,7,5,0,0,0,0,24,25,0
3822,54,3,9,0,9,1,4,0,0,0,30,38,0
3823,34,3,12,5,2,1,4,1,0,0,60,38,0
3824,19,3,10,4,4,3,4,1,0,0,66,38,0
3825,21,3,9,4,13,3,2,1,0,0,40,38,0
3826,21,3,6,2,4,0,4,1,0,0,70,38,0
3827,23,3,10,2,13,0,4,1,0,0,24,38,0
3828,37,0,10,4,2,1,4,1,0,0,40,38,0
3829,40,3,14,2,3,0,4,1,0,0,46,38,1
3830,57,3,9,2,7,0,4,1,0,0,30,38,0
3831,48,3,13,2,9,0,4,1,0,1485,40,38,1
3832,24,3,7,2,13,0,1,1,0,0,40,39,0
3833,43,3,10,2,9,0,4,1,0,0,40,38,0
3834,32,3,13,4,9,1,4,0,0,0,20,38,0
3835,40,3,9,4,7,1,4,0,0,0,40,38,0
3836,52,4,15,2,9,0,4,1,99999,0,35,38,1
3837,49,3,9,0,3,1,4,1,0,0,40,38,0
3838,45,5,10,2,3,0,0,1,3137,0,40,38,0
3839,62,1,9,4,2,1,4,1,0,0,40,38,0
3840,29,3,11,2,0,0,4,1,0,0,40,38,0
3841,49,3,9,5,6,4,4,0,0,0,40,38,0
3842,55,0,10,0,0,4,2,0,0,0,40,38,0
3843,20,3,10,4,9,3,0,1,0,0,72,38,0
3844,37,4,13,4,3,3,4,1,0,0,40,38,0
3845,43,6,13,2,0,0,4,1,0,0,40,38,1
3846,29,3,10,0,0,1,4,0,0,0,40,38,0
3847,44,3,9,2,11,5,4,0,0,0,40,38,1
3848,28,3,10,5,12,4,4,1,0,0,40,38,1
3849,38,3,10,4,3,1,4,0,0,0,45,38,0
3850,45,3,11,2,11,0,4,1,0,1977,50,38,1
3851,22,3,10,4,9,3,4,1,0,0,40,38,0
3852,19,3,10,4,7,3,4,0,0,0,20,38,0
3853,20,3,8,4,7,1,4,1,0,0,40,38,0
3854,60,3,9,2,5,0,4,1,0,0,40,38,0
3855,30,3,9,4,11,1,4,0,0,0,40,38,0
3856,22,3,10,4,0,1,1,1,0,0,40,38,0
3857,51,3,10,0,11,1,4,0,0,0,60,38,0
3858,31,3,13,4,9,4,2,0,0,0,40,38,0
3859,48,3,9,0,3,4,4,0,0,0,40,38,0
3860,43,3,13,2,11,0,4,1,0,1887,40,38,1
3861,51,1,9,0,13,4,2,1,0,0,40,38,0
3862,41,3,11,2,12,0,4,1,0,1848,48,38,1
3863,62,3,11,2,9,0,4,1,3411,0,40,38,0
3864,50,6,9,2,2,0,2,1,0,0,40,38,1
3865,46,3,9,2,11,5,4,0,0,0,40,38,1
3866,54,3,10,2,13,0,4,1,15024,0,60,38,1
3867,68,3,9,2,5,0,4,1,0,0,45,38,1
3868,23,5,12,4,2,1,4,1,0,0,30,38,0
3869,49,3,14,4,11,1,4,0,0,0,35,38,0
3870,24,3,6,2,5,0,4,1,0,0,40,38,0
3871,30,1,9,2,10,0,2,1,0,0,40,38,0
3872,38,3,9,2,6,0,4,1,3137,0,45,38,0
3873,34,3,9,4,11,1,4,0,0,0,35,38,0
3874,22,3,10,4,3,3,4,1,0,0,40,38,0
3875,30,3,4,5,5,1,4,1,0,0,40,38,0
3876,61,3,4,2,13,0,4,1,0,0,31,38,0
3877,36,3,9,0,3,4,4,1,0,0,40,38,0
3878,51,4,11,2,3,0,4,1,0,0,40,38,0
3879,43,3,3,2,6,5,1,0,0,0,40,39,1
3880,54,0,10,2,10,0,4,1,0,0,48,38,1
3881,63,3,9,6,9,1,4,0,0,0,25,38,0
3882,51,3,10,2,3,0,4,1,0,0,40,38,1
3883,63,5,6,2,6,0,4,1,0,0,40,38,0
3884,51,1,14,2,9,0,4,1,0,0,60,38,1
3885,27,3,9,0,11,3,4,0,0,0,35,38,0
3886,35,3,12,2,12,0,4,1,0,0,40,38,1
3887,31,3,13,2,9,5,4,0,0,0,25,38,1
3888,46,5,9,5,2,4,4,1,0,0,40,38,0
3889,53,3,11,2,2,0,2,1,0,0,40,38,1
3890,26,0,10,0,0,3,4,1,0,0,24,38,0
3891,43,3,9,4,6,3,4,1,0,0,40,38,0
3892,39,3,9,2,11,0,4,1,15024,0,50,38,1
3893,50,0,9,0,9,1,4,1,0,1590,40,38,0
3894,54,0,9,2,0,0,4,1,0,0,40,38,1
3895,62,3,10,2,9,5,4,0,0,0,45,38,1
3896,57,6,10,0,9,4,4,0,0,0,40,38,0
3897,19,3,10,4,9,3,2,1,0,0,24,38,0
3898,29,1,9,4,7,3,4,1,0,0,20,38,0
3899,20,3,9,4,2,2,2,1,0,0,40,38,0
3900,53,3,13,2,3,0,4,1,0,1902,55,38,1
3901,18,3,10,4,9,3,4,1,0,0,40,38,0
3902,22,3,10,4,9,3,4,1,0,0,40,38,0
3903,23,3,9,4,7,1,4,1,0,0,40,7,0
3904,69,3,7,2,0,0,4,1,0,0,20,38,0
3905,56,3,4,2,5,0,4,1,0,2002,40,38,0
3906,53,1,13,2,9,0,2,1,0,0,35,38,0
3907,28,3,9,4,0,1,4,1,0,0,40,38,0
3908,28,3,13,2,7,0,2,1,0,0,40,38,0
3909,33,4,9,2,3,0,1,1,0,0,84,35,1
3910,48,3,9,0,11,4,4,0,0,0,30,38,0
3911,61,3,9,2,2,0,4,1,0,0,40,38,1
3912,49,3,13,2,9,0,4,1,5013,0,45,38,0
3913,48,3,10,2,3,0,4,1,0,0,40,38,0
3914,32,3,4,2,2,0,4,1,0,0,40,38,0
3915,51,3,9,2,2,0,4,1,0,0,40,38,1
3916,27,3,13,4,9,1,4,1,0,0,40,38,0
3917,19,3,10,4,7,3,4,1,0,0,14,38,0
3918,47,3,9,2,9,0,4,1,0,0,50,38,0
3919,25,3,13,4,13,3,4,1,0,0,60,38,0
3920,72,3,10,2,10,0,2,1,0,0,40,38,0
3921,29,3,7,0,2,1,4,1,0,0,40,38,0
3922,22,3,9,4,0,3,4,0,0,0,40,38,0
3923,57,3,9,2,7,0,2,1,0,0,48,8,0
3924,50,3,12,2,0,0,4,1,0,0,60,3,0
3925,45,4,10,2,11,0,4,1,0,0,30,38,0
3926,52,3,10,0,9,1,4,1,0,0,40,38,1
3927,53,3,14,2,3,0,4,1,0,0,48,38,1
3928,36,3,9,2,5,0,4,1,0,0,48,38,0
3929,46,3,9,2,2,0,4,1,0,0,40,38,1
3930,20,3,9,4,11,3,4,0,0,0,20,38,0
3931,75,3,3,6,7,4,2,1,0,0,10,38,0
3932,32,1,9,2,2,0,4,1,0,0,40,38,1
3933,28,3,9,2,2,0,4,1,0,0,40,38,0
3934,53,3,14,0,9,1,4,0,0,0,40,38,0
3935,17,3,7,4,11,3,4,0,0,0,35,38,0
3936,46,6,11,0,0,4,4,0,0,0,38,38,0
3937,39,3,12,5,9,1,4,0,0,0,30,38,0
3938,38,3,10,0,2,4,4,1,0,0,40,38,0
3939,36,3,9,2,6,0,4,1,0,0,60,38,0
3940,63,1,13,4,9,1,2,0,0,0,21,38,0
3941,28,3,2,2,6,0,4,1,0,0,43,25,0
3942,28,3,13,4,9,3,4,1,0,0,45,38,0
3943,49,3,9,4,0,4,4,0,0,0,35,38,0
3944,43,3,10,2,6,0,4,1,0,0,40,25,0
3945,38,3,13,2,3,0,4,1,0,0,45,38,1
3946,39,3,9,4,12,1,4,1,0,0,62,8,0
3947,42,3,9,0,9,1,2,0,0,0,40,38,0
3948,40,3,9,2,3,0,4,1,0,0,40,38,0
3949,45,3,9,5,9,4,4,0,0,0,10,38,0
3950,29,3,9,0,9,4,4,0,0,0,40,38,0
3951,24,0,13,4,9,1,4,1,0,1741,45,38,0
3952,30,3,10,2,12,0,4,1,0,0,50,38,1
3953,44,3,10,2,13,0,2,1,0,0,40,38,0
3954,40,3,9,2,11,0,4,1,0,0,24,38,0
3955,30,3,9,4,6,2,4,0,0,0,35,32,0
3956,42,3,14,0,9,1,4,0,0,1876,40,38,0
3957,52,5,11,0,9,1,4,0,0,0,35,38,0
3958,42,3,10,2,2,0,2,1,0,0,40,38,1
3959,39,3,10,2,2,0,4,1,0,0,52,38,1
3960,43,3,10,0,9,4,4,1,0,0,45,38,0
3961,62,5,9,2,2,0,4,1,10566,0,40,38,0
3962,30,3,11,2,2,0,4,1,0,0,40,8,0
3963,83,3,9,6,9,1,4,0,0,0,20,38,0
3964,39,3,13,2,9,0,4,1,0,0,55,38,1
3965,41,3,9,2,13,5,4,0,0,0,20,38,0
3966,49,3,14,2,9,5,4,0,0,1977,40,38,1
3967,25,3,7,2,2,0,4,1,0,0,40,38,0
3968,48,3,7,2,13,0,4,1,0,2002,40,38,0
3969,59,3,12,0,9,1,4,1,0,0,8,38,0
3970,44,6,13,4,0,1,4,1,0,0,40,38,0
3971,36,3,5,0,5,1,4,1,4650,0,56,38,0
3972,40,3,9,4,5,3,4,1,0,0,40,20,0
3973,21,3,9,4,0,3,2,0,0,0,35,22,0
3974,41,3,10,5,0,1,4,0,0,0,38,38,0
3975,24,3,13,4,3,1,4,0,0,0,50,38,0
3976,67,5,9,2,4,0,4,1,0,0,60,38,0
3977,24,3,13,4,0,3,4,1,0,0,38,38,0
3978,50,5,13,2,11,0,4,1,0,0,60,38,0
3979,48,3,14,0,11,1,4,1,0,0,35,38,0
3980,55,3,12,2,9,0,2,1,0,0,20,38,1
3981,29,3,9,4,6,1,4,1,3325,0,40,6,0
3982,50,3,13,0,9,4,4,0,0,0,36,20,0
3983,64,6,6,2,3,0,4,1,0,0,40,38,1
3984,49,3,5,0,7,1,2,1,0,0,37,38,0
3985,20,3,9,4,7,3,2,1,0,0,52,38,0
3986,30,3,9,5,0,1,4,0,0,0,40,38,0
3987,37,3,13,2,7,0,1,1,0,0,30,2,0
3988,52,3,9,2,6,0,4,1,0,0,40,38,1
3989,22,3,10,4,10,3,4,1,0,0,25,38,0
3990,77,3,9,6,9,1,4,0,0,0,14,38,0
3991,19,6,10,4,0,3,4,1,0,0,15,38,0
3992,52,3,9,0,2,2,4,1,0,0,55,38,1
3993,42,3,13,3,12,3,1,0,0,0,40,38,0
3994,35,3,9,5,3,1,4,0,0,0,36,38,0
3995,27,3,10,4,0,4,4,0,0,0,50,38,0
3996,54,6,9,4,7,1,2,0,0,0,38,38,0
3997,37,3,9,2,2,0,4,1,0,1628,40,38,0
3998,37,3,6,2,13,0,4,1,0,0,35,38,0
3999,28,3,4,2,2,0,4,1,0,0,30,38,0
4000,63,3,13,2,11,0,4,1,0,0,40,38,0
4001,19,3,9,4,6,3,4,1,0,0,42,38,0
4002,28,3,13,4,11,3,4,0,0,0,40,38,0
4003,23,3,10,4,9,1,4,1,0,0,40,38,0
4004,44,3,15,4,9,1,4,0,0,0,40,38,1
4005,31,3,10,2,2,0,4,1,0,0,40,38,1
4006,35,3,13,4,11,1,1,1,0,0,50,38,1
4007,64,3,9,0,8,1,4,0,0,0,50,38,0
4008,40,3,9,2,5,0,4,1,0,0,40,38,1
