,age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
8122,36,3,15,4,9,1,3,1,0,0,40,18,1
7518,40,3,9,0,2,1,4,1,0,0,40,38,0
27825,24,3,10,4,11,3,4,0,0,0,20,38,0
12090,39,3,10,0,11,1,4,0,0,0,40,38,0
14241,42,4,2,2,11,0,4,1,0,0,60,38,0
16007,41,3,10,6,0,4,2,0,0,0,48,38,0
27179,49,3,12,5,0,1,4,0,2597,0,40,38,0
17441,23,3,9,4,2,1,4,1,0,0,40,38,0
10907,37,3,13,2,3,5,4,0,0,0,37,38,1
21973,30,3,10,0,7,4,4,0,0,0,35,38,0
10080,29,5,4,2,4,0,4,1,0,0,72,38,0
8508,44,5,15,2,9,0,4,1,0,0,60,38,1
10115,41,3,10,2,13,0,4,1,0,0,65,38,1
7580,32,5,9,5,11,1,4,1,0,0,50,38,0
18250,28,3,6,5,9,1,4,1,0,0,30,38,0
25685,27,3,15,4,9,3,4,0,0,0,40,38,0
23104,41,3,10,2,2,0,4,1,0,0,40,38,0
22061,30,3,9,0,11,4,4,0,0,0,54,38,0
7845,22,3,10,4,0,1,4,0,0,0,30,38,0
21653,35,3,9,2,0,0,4,1,0,0,45,38,0
15053,25,3,9,2,2,0,4,1,0,0,45,38,0
21251,55,1,13,6,9,1,4,0,0,0,40,38,1
30933,33,3,14,4,9,1,4,0,0,0,40,38,0
2818,41,3,14,4,9,1,4,0,0,0,40,38,0
17676,36,3,9,0,0,4,2,0,0,0,40,38,0
950,44,6,9,2,9,5,4,0,0,0,40,38,1
5362,43,5,9,2,11,0,4,1,0,0,40,38,0
23405,55,3,13,2,3,0,4,1,15024,0,55,38,1
28212,37,3,12,2,9,0,4,1,0,0,45,38,1
22079,30,3,9,4,2,3,4,1,0,0,35,38,0
24430,24,5,4,2,2,0,4,1,0,0,40,38,0
16341,46,6,13,2,9,0,4,1,0,0,38,38,0
29919,17,3,7,4,7,1,4,0,0,0,20,38,0
24185,32,3,13,2,11,0,4,1,99999,0,50,38,1
22541,64,3,13,2,9,5,2,0,0,0,8,38,0
6385,64,3,14,2,9,0,1,1,0,2057,60,2,0
9584,62,3,9,6,0,1,4,0,0,0,42,38,0
26612,19,3,10,4,7,3,4,1,0,0,20,38,0
1639,54,3,9,2,6,0,4,1,5178,0,50,38,1
5200,41,1,15,2,9,0,4,1,0,2415,45,38,1
17701,46,3,3,2,9,5,4,0,0,0,40,25,0
13246,44,5,9,2,4,0,4,1,0,0,50,38,0
18670,70,5,14,2,3,0,4,1,0,2246,8,38,1
6451,42,0,14,4,3,1,4,0,14084,0,60,38,1
16381,17,3,7,4,2,3,4,0,0,0,15,38,0
19839,26,3,10,5,11,4,4,0,0,0,35,38,0
11921,17,3,6,4,7,3,4,0,0,0,20,38,0
12648,38,3,7,4,7,3,2,0,0,0,40,38,0
28992,25,3,9,2,2,3,4,1,0,0,40,38,0
22576,39,3,13,0,3,1,4,0,13550,0,50,38,1
24577,32,3,9,5,3,1,4,1,0,0,40,38,0
26238,43,3,10,2,13,0,4,1,0,0,60,38,0
27394,43,3,10,2,11,0,4,1,7688,0,40,38,1
23366,57,0,14,2,3,0,2,1,15024,0,40,38,1
14046,33,3,7,2,5,0,4,1,0,0,50,38,0
25901,47,4,13,2,3,0,4,1,0,0,50,38,1
22272,54,4,16,2,9,0,4,1,0,0,60,38,1
14934,20,3,10,4,9,3,4,1,0,0,15,38,0
7316,24,3,9,0,11,4,4,0,0,0,30,38,0
1965,29,3,9,0,7,4,4,0,0,0,36,38,0
18282,50,3,9,2,4,0,4,1,0,0,35,38,0
28241,60,5,10,2,13,0,4,1,3137,0,46,38,0
28311,25,6,13,2,10,0,4,1,0,0,40,38,1
20763,71,3,7,4,8,1,4,0,0,0,75,38,0
2025,23,3,13,4,9,1,4,0,0,0,50,38,0
25108,21,3,10,4,11,3,4,0,0,0,16,38,0
31171,19,3,10,4,9,3,4,0,0,0,40,38,0
9357,50,3,9,0,6,4,2,0,0,0,44,38,0
32508,34,3,16,2,9,0,4,1,0,0,60,38,1
13554,25,3,13,4,7,1,4,0,0,0,38,38,0
11761,23,3,13,4,0,3,4,0,0,0,25,38,0
11137,18,3,7,4,2,3,4,1,0,0,30,38,0
4963,45,5,10,2,13,0,4,1,0,0,45,38,0
4127,39,5,15,2,9,0,4,1,15024,0,60,38,1
10573,51,3,14,2,10,0,4,1,0,1977,40,38,1
28949,60,3,10,2,2,0,3,1,0,0,32,38,1
7681,24,3,9,4,9,1,4,0,0,0,32,38,0
22552,47,3,9,0,8,1,4,0,0,0,4,38,0
15925,22,3,13,2,6,0,4,1,0,0,45,38,0
14248,36,3,11,2,6,0,4,1,3103,0,40,38,1
20366,44,3,9,2,6,0,4,1,0,0,40,38,0
2928,28,3,13,4,0,3,4,0,0,0,40,38,0
15496,20,6,10,4,0,3,4,0,0,0,10,38,0
21753,62,3,10,0,7,1,4,0,0,0,60,38,0
1790,30,0,5,2,12,0,4,1,0,0,40,38,0
13631,78,4,7,2,3,0,4,1,0,0,10,38,0
14028,37,3,11,4,11,4,2,0,0,0,6,38,0
13974,33,3,9,4,4,1,4,1,0,0,40,38,0
20383,33,3,7,4,11,1,4,0,0,0,40,38,0
6954,46,3,10,2,2,0,4,1,0,0,40,38,0
31138,34,5,9,2,13,0,4,1,0,0,35,38,0
30040,33,3,7,4,9,1,4,0,0,0,40,38,0
28979,38,3,10,2,2,0,4,1,0,0,40,38,1
14548,37,5,7,0,9,4,2,0,0,0,30,38,0
32462,24,3,10,2,7,3,1,0,0,0,35,38,0
24771,46,3,9,0,2,1,4,1,0,0,30,38,0
7026,47,3,10,0,12,4,4,0,0,0,40,38,0
31738,25,3,9,4,6,3,4,1,0,0,40,38,0
6707,42,3,9,0,3,1,2,0,5455,0,50,38,0
27897,38,3,12,2,3,0,4,1,0,0,55,21,0
17870,55,3,5,2,6,2,1,1,0,0,40,29,0
13137,31,3,3,2,5,0,4,1,0,0,56,25,0
12179,18,1,14,4,9,3,4,0,0,0,60,38,0
25409,52,3,10,2,9,5,4,0,0,0,40,38,1
1593,55,3,14,2,9,0,4,1,15024,0,50,38,1
10393,60,6,13,0,3,1,4,0,0,0,35,38,0
4383,20,3,10,4,11,2,4,0,0,0,40,38,0
7527,64,3,9,2,12,0,1,1,0,0,60,29,1
700,36,1,13,4,9,1,4,1,0,0,50,38,0
28430,30,3,10,2,2,0,4,1,0,0,40,38,0
20965,25,3,9,4,6,3,4,1,0,0,40,38,0
7443,34,3,9,2,2,0,4,1,0,0,50,38,0
28983,27,3,9,2,2,0,4,1,0,0,40,38,0
22156,21,3,10,4,0,3,2,1,0,0,50,38,0
11377,24,5,10,4,7,1,4,0,0,0,50,38,0
24072,40,3,10,0,3,4,4,0,1831,0,30,38,0
14577,35,3,3,2,6,0,1,1,0,0,50,38,0
4029,44,4,9,2,3,0,4,1,5013,0,60,11,0
14854,45,3,9,6,9,4,4,0,0,0,38,38,0
21490,81,3,9,2,3,0,4,1,0,2377,26,38,1
12187,27,5,10,2,3,0,4,1,0,0,30,38,0
12494,28,5,13,2,11,5,4,0,0,0,5,38,0
22509,46,3,10,2,0,0,4,1,0,0,40,38,0
10614,42,3,9,2,5,0,2,1,0,0,40,38,0
764,51,3,13,4,11,1,4,1,0,0,55,38,1
3116,52,4,13,2,11,0,4,1,0,0,60,38,0
17166,54,1,13,2,3,0,1,1,0,0,40,29,1
4342,18,3,10,4,11,3,4,0,0,0,20,38,0
758,46,0,9,2,0,5,4,0,0,0,40,38,1
24669,40,3,13,6,3,4,4,0,0,0,40,38,0
6598,33,3,13,2,11,0,4,1,0,0,50,38,0
10923,38,3,13,4,3,1,4,1,0,0,50,38,0
12431,59,0,9,2,2,0,4,1,0,1887,40,38,1
32527,32,3,6,2,5,0,0,1,0,0,40,38,0
24580,28,3,9,4,0,1,4,1,0,0,40,38,0
20793,76,3,3,4,5,1,4,1,0,0,20,38,0
38,31,3,10,2,11,0,4,1,0,0,38,38,1
3613,24,1,13,4,0,3,2,0,0,0,27,38,0
9647,69,3,13,2,9,0,4,1,0,0,40,38,0
21346,77,3,10,2,9,0,4,1,0,0,6,38,0
22344,51,3,9,2,6,5,4,0,0,0,40,38,0
11853,57,3,8,2,13,0,4,1,0,0,40,38,1
18754,48,0,14,2,9,0,4,1,0,0,40,38,1
5274,44,3,14,2,3,0,4,1,0,0,50,38,1
15403,62,3,11,2,3,0,4,1,0,0,50,38,1
7478,45,3,6,2,11,0,4,1,0,0,40,38,0
7203,40,3,10,2,2,0,4,1,0,0,50,38,1
2894,48,3,13,2,3,0,4,1,0,0,45,38,1
20796,27,3,9,4,5,3,4,0,0,0,40,38,0
5046,26,3,10,4,13,1,4,1,0,0,40,38,0
21326,23,3,10,4,5,1,4,1,0,0,40,38,0
4587,65,3,10,5,0,1,4,0,0,0,38,38,0
12562,44,3,10,2,12,0,4,1,0,0,44,38,1
27426,19,3,10,4,7,3,4,0,0,0,20,38,0
21956,62,3,9,0,6,1,4,0,2174,0,40,38,0
27878,21,3,10,4,11,3,4,0,0,0,47,38,0
9245,38,1,10,0,3,4,2,0,0,0,45,38,0
6724,28,3,13,4,9,1,4,0,2174,0,40,38,0
17119,49,3,14,2,11,0,4,1,0,0,50,38,1
4856,32,3,9,4,11,1,4,0,0,0,50,38,0
8698,40,6,9,2,2,0,4,1,0,0,40,38,0
32040,30,3,11,2,9,3,4,0,7298,0,16,38,1
29111,58,3,16,2,9,0,4,1,0,0,50,38,1
1024,23,3,9,4,6,4,2,0,0,0,40,38,0
7572,20,6,10,4,0,3,4,0,0,0,25,38,0
6301,51,3,10,2,11,0,4,1,0,1902,50,38,1
24520,17,3,7,4,11,3,4,1,0,0,15,38,0
17354,29,3,13,4,12,1,4,1,0,0,40,38,0
15654,52,4,10,0,3,1,4,1,0,0,65,38,1
2807,44,3,9,6,7,4,2,0,0,0,30,38,0
14032,24,3,13,4,0,1,4,1,0,0,10,38,0
26996,26,3,13,4,3,1,4,0,0,0,40,38,0
24805,29,3,10,4,12,1,4,0,0,0,40,38,0
27797,28,3,10,4,11,1,4,1,0,0,45,38,0
5834,41,3,14,2,9,0,4,1,0,0,38,38,1
8496,38,3,2,2,5,0,4,1,0,0,40,25,0
18712,18,3,8,4,8,1,4,0,0,0,30,38,0
20130,32,1,13,4,9,1,4,0,0,0,50,38,0
31970,45,3,9,2,6,0,4,1,0,0,52,38,1
21101,54,5,9,2,7,0,2,1,0,0,45,38,0
9178,34,1,14,6,9,1,4,0,0,0,40,38,0
30968,33,3,9,4,13,1,4,1,0,0,40,38,0
30569,40,1,12,4,9,1,4,1,0,0,40,38,1
17183,23,3,10,4,0,3,4,0,0,0,40,38,0
22110,34,3,11,4,0,1,4,0,0,0,40,38,0
252,59,1,6,6,7,4,2,0,0,0,30,38,0
6860,51,3,11,2,9,0,4,1,0,0,50,38,1
5082,25,3,10,4,0,1,2,0,0,0,40,22,0
24056,39,1,9,2,6,0,4,1,0,0,38,38,1
14546,22,3,13,4,3,1,4,0,0,0,30,38,0
511,53,3,3,6,9,4,2,0,0,0,30,38,0
30217,27,3,11,4,12,2,4,0,0,0,36,38,0
5768,24,3,10,4,11,2,2,0,0,0,40,38,0
14468,53,1,12,4,0,1,2,1,0,0,40,38,0
32311,24,3,3,3,4,1,4,1,0,0,40,25,0
24845,23,3,5,4,6,2,4,1,0,0,35,25,0
3333,41,3,9,2,2,0,4,1,0,0,40,38,1
30281,28,3,13,2,0,0,4,1,0,0,40,38,1
25699,34,3,6,5,7,1,4,0,0,0,35,38,0
25407,50,3,9,2,2,0,4,1,0,0,50,38,1
8405,31,3,13,4,3,1,4,1,0,1741,38,38,0
28031,27,3,10,0,6,4,4,0,0,0,40,38,0
22728,49,3,9,2,10,0,4,1,0,0,40,38,0
4062,18,3,9,4,11,3,4,0,0,0,40,38,0
9060,34,5,15,2,9,0,4,1,7688,0,60,38,1
750,29,6,13,2,3,0,4,1,7688,0,40,38,1
19000,31,3,4,4,6,1,3,0,0,0,40,25,0
19525,47,3,9,4,0,2,4,0,0,0,40,38,0
2348,62,5,8,2,2,0,4,1,0,0,40,38,1
6074,29,3,13,4,9,1,4,1,0,0,40,38,0
29818,73,3,10,2,9,0,4,1,0,2174,50,38,1
8934,30,3,10,2,6,0,4,1,0,0,40,38,1
31476,35,6,9,2,10,0,4,1,0,0,40,38,0
23778,29,3,7,0,9,1,4,0,3418,0,48,38,0
10842,23,2,4,0,9,1,4,1,0,0,35,38,0
25562,41,3,4,2,2,0,1,1,0,0,40,2,0
29123,43,3,13,2,7,0,4,1,0,0,40,38,0
19974,55,1,9,2,7,0,4,1,0,0,40,38,0
16022,38,1,10,3,3,4,2,0,0,0,35,38,0
6940,44,4,10,2,3,0,4,1,0,0,50,38,1
25971,24,3,13,4,4,1,4,1,0,0,40,38,0
27743,35,3,11,0,7,4,4,0,0,0,35,38,0
25163,45,3,16,4,9,1,4,1,99999,0,30,38,1
7852,25,5,10,4,4,3,4,0,0,0,50,38,0
1465,70,0,9,2,0,0,2,1,0,0,40,38,0
19779,17,3,7,4,9,3,4,0,0,0,8,38,0
7222,32,3,11,0,2,3,4,1,0,0,46,38,0
31012,34,6,16,4,9,1,4,0,0,0,60,38,0
30911,25,3,13,0,11,1,4,0,0,0,40,38,0
30186,30,3,10,2,6,0,4,1,0,0,30,38,0
2390,30,4,9,2,3,0,4,1,0,0,65,1,1
28287,38,3,9,0,6,1,4,1,0,0,40,38,0
19717,49,5,9,2,12,0,4,1,0,0,30,38,1
24865,58,3,9,2,11,5,4,0,0,0,38,38,0
16758,52,3,7,6,7,4,2,0,0,0,40,38,0
16144,23,3,10,4,6,3,1,1,0,0,30,38,0
5378,42,3,13,2,3,5,2,0,0,0,50,38,1
15582,60,4,9,0,2,1,4,1,0,0,40,38,0
8573,64,4,11,2,2,0,4,1,0,0,10,38,0
28508,27,3,6,4,11,2,4,1,0,1980,40,38,0
5297,53,5,10,2,4,0,4,1,0,0,45,38,0
31979,32,3,12,2,6,0,4,1,0,0,62,38,0
31392,35,3,10,0,0,1,4,0,0,0,40,38,0
31815,31,3,12,4,9,3,4,1,0,0,3,38,0
21711,49,3,1,2,7,0,4,1,0,0,40,38,0
18337,26,3,9,2,2,0,4,1,0,0,40,38,0
22182,55,3,13,2,0,0,4,1,0,0,40,38,1
662,27,3,10,4,9,1,4,1,0,0,40,38,0
703,31,5,10,2,2,0,4,1,0,0,40,38,0
22127,39,5,9,2,4,5,4,0,0,0,50,38,0
3467,50,3,4,2,6,0,4,1,0,0,40,38,0
2996,39,3,13,4,3,1,4,1,0,0,45,38,0
527,74,3,10,0,0,1,4,0,0,0,9,38,0
29580,65,3,9,2,9,0,4,1,0,0,20,38,0
8631,23,3,7,4,2,3,1,1,14344,0,40,39,1
31364,48,5,9,2,11,5,4,0,0,0,50,38,0
24637,27,3,10,0,11,1,4,1,0,0,50,38,0
22225,62,3,9,0,7,1,4,0,0,0,84,38,0
26456,34,5,10,2,2,0,4,1,0,0,40,38,0
20280,40,3,5,4,2,2,2,1,0,0,49,38,0
2804,25,3,12,2,0,5,4,0,0,0,40,38,0
22377,38,3,4,2,4,0,4,1,3942,0,84,31,0
11648,30,4,14,2,3,0,4,1,15024,0,60,38,1
903,27,3,12,2,9,3,0,1,0,0,40,38,0
7588,38,3,4,2,6,5,4,0,0,0,50,1,1
8323,50,6,15,2,3,0,4,1,0,0,52,38,1
16382,35,3,9,0,11,1,4,0,0,0,30,38,0
14329,73,5,9,4,7,1,4,0,0,0,36,38,0
15414,57,4,10,2,12,0,4,1,0,0,60,38,1
13881,50,3,9,2,6,0,4,1,0,0,40,38,0
30304,61,3,3,2,5,0,1,1,7298,0,40,29,1
26621,55,5,13,2,3,0,4,1,0,0,99,38,0
21938,34,4,13,2,11,0,4,1,0,0,50,38,1
29575,29,3,13,4,11,3,4,0,0,0,40,38,0
3079,28,3,13,2,3,0,4,1,0,0,45,38,1
6389,41,6,13,2,9,5,0,0,0,0,48,38,1
9652,17,3,6,4,7,3,4,1,0,0,8,38,0
14819,43,3,10,0,0,4,2,0,0,0,40,38,0
22497,46,3,2,2,5,0,4,1,0,0,40,25,0
30794,54,5,13,0,4,1,4,1,27828,0,50,38,1
15693,56,3,9,0,2,1,4,1,0,0,42,38,0
25533,51,3,11,2,3,0,4,1,0,0,50,38,1
18750,25,1,9,4,7,3,4,1,0,0,40,38,0
4988,52,3,11,5,3,4,2,0,0,0,60,38,0
16015,22,3,9,4,7,1,2,0,0,0,40,38,0
4362,20,3,10,4,2,1,4,0,0,0,40,38,0
1532,48,3,14,0,3,4,4,0,0,0,40,38,1
24928,41,3,13,2,11,0,4,1,7688,0,50,38,1
15657,33,0,10,4,7,1,4,0,0,0,10,38,0
9449,19,3,10,4,9,3,4,0,0,0,30,23,0
28986,67,5,12,2,3,5,4,0,20051,0,4,38,1
16203,25,3,10,2,0,0,4,1,0,0,45,38,0
13888,19,3,7,4,8,1,4,0,0,0,35,38,0
8462,30,3,9,0,3,4,4,0,0,0,40,38,0
24388,24,3,10,4,11,3,4,0,0,0,17,38,0
9678,38,3,7,0,6,1,4,1,0,0,65,38,0
20535,21,3,10,4,9,3,4,1,0,0,70,38,0
15410,32,3,9,4,2,1,4,1,0,0,40,38,0
22179,27,3,13,4,11,1,4,1,0,1504,45,38,0
9869,63,3,9,6,9,1,2,0,0,0,11,38,0
3685,51,3,9,2,2,0,4,1,0,0,40,38,0
8359,47,4,13,4,11,3,4,1,0,0,40,38,1
25624,38,3,9,2,7,0,4,1,0,0,40,38,0
25671,32,3,9,4,6,1,4,0,0,0,40,38,0
11202,51,3,9,0,0,4,4,0,4787,0,24,38,1
13421,26,3,11,2,0,5,4,0,0,0,40,38,1
15190,35,3,11,0,13,1,4,1,0,0,50,38,0
31768,23,3,9,2,9,3,4,0,0,0,30,38,0
23560,43,1,10,2,7,0,4,1,0,0,40,38,0
11564,56,3,3,5,6,1,4,1,0,0,40,38,0
753,23,3,9,4,13,4,4,1,0,0,50,38,0
18008,60,5,13,2,3,0,4,1,0,1977,45,38,1
9610,55,3,13,2,11,0,4,1,15024,0,50,38,1
8644,32,3,9,2,2,0,4,1,0,0,40,38,1
10446,17,3,6,4,7,3,4,1,0,0,25,38,0
4063,51,3,9,0,0,1,4,0,0,0,40,38,0
7983,33,3,13,4,5,1,4,1,0,0,30,38,0
21774,43,3,10,2,11,0,4,1,0,0,40,38,1
19412,26,3,9,4,6,1,2,1,0,0,40,38,0
4244,42,5,12,2,11,0,4,1,0,0,40,38,0
22537,21,3,10,4,3,1,4,1,0,0,40,38,0
30166,33,3,9,5,6,4,2,0,0,0,40,38,0
2069,34,3,10,0,3,3,4,1,0,0,44,38,0
11341,21,3,7,4,9,1,4,0,0,0,24,38,0
2175,27,3,13,2,9,5,4,0,0,0,40,38,1
25577,26,3,13,4,9,1,4,1,0,0,50,38,0
8816,32,6,4,2,5,0,4,1,0,0,19,38,0
5083,41,3,9,4,11,1,2,0,0,0,60,38,0
15510,62,3,10,0,0,4,4,0,0,0,30,38,0
16867,34,1,14,4,9,1,4,0,0,0,40,38,0
13111,48,3,14,2,9,0,4,1,0,0,40,7,1
14425,21,3,7,2,9,5,4,0,0,0,40,38,0
15065,39,3,9,5,3,1,4,1,14344,0,40,38,1
4353,63,3,10,2,9,5,4,0,0,0,12,38,0
12692,56,5,10,2,2,0,4,1,0,0,60,38,0
16602,39,3,13,2,3,0,4,1,0,1977,40,38,1
32051,30,3,11,2,12,5,4,0,0,0,35,10,0
21448,38,4,9,0,11,4,4,1,0,0,55,38,0
6402,20,4,9,4,4,3,4,1,0,0,70,38,0
31285,27,3,11,2,9,0,4,1,0,0,20,38,0
7457,40,3,9,4,0,4,2,0,0,0,35,38,0
7744,54,3,9,0,9,2,4,1,0,0,45,38,0
19618,53,3,9,2,6,0,4,1,0,0,40,38,1
23662,72,3,5,6,7,4,2,0,0,0,20,38,0
1099,43,3,10,0,9,4,4,0,0,0,40,38,0
19311,28,3,6,4,9,3,4,0,0,0,38,38,0
10117,20,3,9,4,7,1,4,0,0,0,30,38,0
14580,22,3,10,4,7,3,4,1,0,0,16,38,0
14717,31,3,8,0,13,3,4,1,0,0,40,38,0
17620,26,3,13,4,3,1,4,1,0,2258,45,38,1
20070,55,0,13,2,3,0,4,1,0,0,40,38,1
29488,36,3,6,0,11,3,4,1,0,0,40,38,0
26406,22,3,9,2,4,0,4,1,0,0,45,38,0
26537,35,3,10,2,11,0,4,1,0,0,40,38,1
5228,20,6,10,2,7,0,4,1,0,0,20,38,0
24100,18,3,7,4,5,1,4,1,0,0,40,38,0
29800,32,3,10,0,9,1,4,0,0,0,30,38,0
27659,39,3,9,2,9,0,2,1,0,0,40,38,0
6443,19,3,9,4,6,3,2,0,0,0,40,38,0
17021,78,4,9,6,11,1,4,1,0,0,45,38,1
23730,48,3,6,2,2,0,4,1,0,0,65,38,1
21338,22,3,13,4,9,3,1,0,0,0,15,35,0
23176,30,3,13,4,11,1,4,1,0,0,60,38,1
23390,36,3,9,4,6,1,2,0,0,0,48,38,0
14255,21,3,12,4,7,3,4,0,0,0,18,38,0
29015,45,3,12,0,2,1,4,1,0,0,40,38,0
1865,60,3,13,3,9,4,2,0,0,0,15,38,0
12699,69,3,9,2,0,0,4,1,0,0,36,38,0
10908,47,3,9,2,2,0,4,1,0,0,40,38,1
14542,39,5,9,4,11,2,4,0,0,0,4,38,0
16791,37,4,13,2,11,0,4,1,0,2415,50,38,1
27456,25,3,11,4,0,1,4,0,4865,0,40,38,0
21296,18,3,7,4,7,3,2,1,0,1602,23,38,0
21367,57,3,10,6,6,4,4,0,0,0,40,38,0
7575,25,3,10,2,2,0,4,1,0,0,40,38,0
5007,42,3,13,2,13,0,4,1,0,0,40,38,0
11981,43,1,14,2,9,5,4,0,0,0,40,38,1
14002,29,3,10,4,4,3,4,1,0,0,40,38,0
7789,19,3,9,2,6,2,4,1,0,0,20,38,0
14642,20,3,11,4,6,4,4,0,0,0,40,38,0
782,40,3,11,2,3,0,4,1,0,0,50,38,1
27372,45,6,9,2,2,0,4,1,0,0,40,38,0
19373,58,3,12,2,2,0,4,1,0,0,40,38,1
7883,25,3,9,4,3,1,4,1,0,0,45,38,0
19931,47,3,9,0,6,4,4,0,0,0,30,38,0
3107,61,6,16,2,9,0,4,1,0,0,40,38,1
7925,30,1,11,4,10,1,4,1,0,0,40,38,0
12268,41,3,9,2,0,5,4,0,0,0,60,38,0
13576,55,3,10,6,7,1,4,0,0,0,35,38,0
3767,37,1,10,4,0,4,2,0,0,0,40,38,0
5964,45,5,8,0,2,2,2,1,0,0,35,38,0
32031,23,3,13,4,11,1,4,1,0,0,50,38,0
30965,18,3,10,4,7,3,4,1,0,0,37,38,0
4385,64,3,10,2,2,0,4,1,0,0,20,38,0
27489,44,3,13,4,7,1,4,1,0,0,48,38,0
11481,69,3,9,2,9,0,4,1,0,0,45,38,1
25946,19,3,9,4,0,3,4,1,0,0,40,38,0
29586,53,3,9,2,6,0,4,1,0,0,48,38,0
28651,32,3,14,4,0,1,2,0,0,0,40,38,0
8694,33,3,14,2,9,0,4,1,0,0,37,38,1
23059,42,3,10,2,2,0,4,1,0,0,40,38,0
5272,50,3,9,2,10,0,4,1,0,0,38,38,1
2574,34,3,13,2,9,0,4,1,7688,0,50,38,1
6500,33,3,9,0,11,1,4,1,0,0,50,38,0
10005,53,3,9,2,8,2,4,0,0,0,40,38,0
12412,57,3,11,4,2,1,4,1,0,0,40,38,1
19463,63,3,9,0,2,1,4,0,0,0,40,38,0
32218,45,6,13,0,10,1,4,1,0,0,40,38,0
21589,33,3,10,2,3,0,4,1,0,0,56,38,1
31263,44,3,5,0,2,1,4,1,0,0,40,38,0
30743,30,3,7,2,7,5,2,0,0,0,30,38,0
31447,23,3,10,2,13,0,4,1,0,0,60,38,1
22017,23,3,11,4,13,3,1,1,0,0,40,34,0
9711,30,3,9,0,7,4,4,0,0,0,36,38,0
14687,20,3,9,4,9,3,2,0,0,0,25,38,0
19490,45,3,13,2,0,0,4,1,0,0,45,38,1
17728,26,3,10,4,8,1,4,0,0,0,50,17,0
22479,59,3,9,6,7,1,4,0,0,0,35,38,0
31158,75,4,10,6,11,1,4,1,0,0,40,38,1
18655,27,3,9,2,0,0,4,1,0,0,39,38,0
25387,19,6,10,4,7,1,4,1,594,0,24,38,0
9080,73,6,9,6,0,1,4,0,0,0,40,38,0
1064,49,3,10,2,11,0,4,1,0,0,80,38,1
5308,40,3,10,0,3,1,4,0,0,0,40,38,0
31893,38,5,9,4,2,1,0,1,0,0,15,38,0
16058,44,3,13,4,3,1,4,0,0,0,5,38,0
7333,40,3,11,0,2,4,4,0,0,0,40,38,0
6106,19,3,9,4,2,1,4,0,0,0,40,38,0
9963,40,3,13,2,3,0,4,1,0,0,50,38,1
14507,50,3,7,2,13,0,4,1,0,0,40,38,0
16710,55,5,14,2,9,0,4,1,0,1977,40,38,1
32307,24,3,8,2,6,0,4,1,0,0,40,38,0
13709,37,3,10,2,11,5,4,0,7298,0,40,38,1
332,47,3,11,4,7,1,4,1,0,0,40,38,0
3692,46,3,9,2,2,0,4,1,0,0,40,38,1
6866,32,3,9,3,7,4,4,0,0,0,20,38,0
17089,25,3,10,4,9,1,0,0,0,0,20,38,0
28369,54,0,13,0,3,1,4,1,0,0,40,38,0
17126,31,3,9,4,7,3,4,0,0,0,38,38,0
7814,59,3,10,0,7,1,4,1,0,0,40,38,0
23119,60,4,4,2,11,0,4,1,0,0,60,38,0
6734,22,3,10,4,4,3,4,1,0,0,25,38,0
4288,66,3,6,0,9,1,4,0,1086,0,20,38,0
26368,29,0,10,3,0,3,4,0,0,0,40,38,0
6787,22,3,13,4,3,3,4,0,0,0,7,38,0
5169,21,3,9,4,11,1,4,1,0,0,55,38,0
12438,54,3,9,2,6,0,4,1,0,0,45,38,1
18246,22,3,10,4,11,2,4,1,0,0,38,38,0
5631,21,3,9,4,0,3,4,1,0,0,40,38,0
8732,31,3,10,2,7,0,3,1,0,0,40,32,0
28661,45,3,13,2,3,5,4,0,0,0,40,38,1
11924,45,3,13,2,4,0,4,1,0,0,60,38,0
8678,25,3,13,4,2,3,4,1,0,1590,35,38,0
6321,25,3,10,4,12,3,4,1,0,0,25,38,0
32291,18,2,10,4,9,3,4,1,0,0,4,38,0
27180,21,3,11,4,0,3,4,0,0,0,40,38,0
1683,50,3,9,2,6,5,4,0,0,0,40,38,0
20773,30,3,10,2,9,0,4,1,0,0,40,38,0
30587,41,3,6,3,2,1,4,0,0,0,40,38,0
17401,32,0,13,4,3,1,4,0,0,0,60,38,0
1110,35,4,14,2,11,0,4,1,0,0,45,25,1
28849,51,0,13,6,9,1,2,0,0,0,40,38,0
22181,46,3,10,2,3,0,4,1,0,0,60,38,1
27864,49,3,10,2,4,0,4,1,0,0,50,38,0
15006,20,3,10,4,10,3,4,1,0,0,40,38,0
17149,49,3,9,2,2,0,4,1,0,0,40,38,1
12777,68,3,10,2,0,0,4,1,0,0,40,38,0
12498,38,0,10,0,3,1,2,0,0,0,40,38,0
19428,44,3,10,2,3,0,4,1,0,0,45,38,1
676,17,3,8,4,7,3,4,1,0,0,16,38,0
23300,22,3,10,4,9,3,4,0,0,0,40,21,0
13294,44,3,9,2,6,0,4,1,0,0,45,38,1
32241,32,3,7,2,2,0,4,1,0,2042,30,38,0
25751,46,1,13,2,9,0,1,1,0,0,40,29,1
29135,30,4,11,2,11,0,4,1,0,0,35,38,0
23607,40,3,13,5,11,1,4,1,0,0,40,38,0
31515,23,3,10,4,11,3,1,0,0,0,40,38,0
9988,55,6,10,0,0,1,4,1,0,0,40,38,0
23082,36,3,9,2,2,0,4,1,0,0,44,38,0
